ticker,avg_daily_return,volatility,avg_volume,price_range,cluster,is_outlier
ACOG,1.4532991973693353e-05,0.04853049849877738,84517.72151898734,2.8600001335144043,0,False
ACON,-0.006375353719445704,0.14244835412371182,25646.793713163064,201152.77687454224,0,False
ACP,0.00038803993688259723,0.011789914773629081,288200.6737012987,3.07760739326477,0,False
ACR,0.0012866417473273446,0.03362183957913032,69765.64285714286,18.050000190734863,0,False
ACRE,0.00023264457001990395,0.023161719025305647,565869.3181818182,7.213136196136475,0,False
ACRS,0.002954413407893808,0.08468229114100777,1091135.3084415584,28.955000400543213,12,False
ACRV,-0.0010737845836916603,0.06681984644705388,141825.73402417963,21.84000074863434,0,False
ACT,0.0008674822027847848,0.015953803212628136,240976.28865979382,19.78594398498535,0,False
ACTG,0.0005840857945355394,0.028446417465766417,367466.0714285714,6.25,0,False
ACTU,0.0008177521143724706,0.05392680334184915,45030.06993006993,5.199999809265137,0,False
ACU,0.000933052865862709,0.02790577254073448,12968.587662337663,30.790687561035156,0,False
ACV,0.0005398330459951223,0.015595547403957447,37960.06493506493,14.675628662109375,0,False
ACVA,-0.0002106118113439467,0.03663251677058167,1302961.1055276382,28.40000009536743,12,False
ACXP,-0.0013093367644119837,0.05868508291894062,132025.37634408602,5.495000183582306,0,False
ADAG,-0.001131751145308539,0.054336399597596625,46965.07317073171,21.460000634193417,0,False
ADAP,-0.0007719248657453504,0.0645602848483922,1228977.8409090908,11.90300038456917,12,False
ADBE,0.00023145364596296328,0.02291967175389118,3104308.7662337665,413.16998291015625,9,False
ADC,0.00040635058189323936,0.01322962073273153,796465.9090909091,27.61095428466797,0,False
ADCT,-0.0012200826945149383,0.05963557309149806,433489.82630272955,50.581999242305756,0,False
ADD,-0.0014173125442422713,0.09568507501455163,114732.5187296417,7279.329999983311,0,False
ADEA,0.0009583045860367855,0.02800259055099694,978681.0097402597,12.799094676971436,12,False
ADGM,-0.006756871374466206,0.09703688267025279,245715.33333333334,3.699000060558319,0,False
ADI,0.0006934682908795749,0.020645771769139305,3408165.7467532465,145.61589813232422,9,False
ADIL,-0.00021162741486184007,0.08493379048879308,557822.9642857143,116.12000000476837,0,False
ADM,0.00047331919547951136,0.017637259851059118,3234415.422077922,60.46506881713867,9,False
ADMA,0.0024179871915219918,0.04028585465742725,3267501.461038961,21.530000805854797,9,False
ADN,-0.0006873697446919638,0.09734079807203774,99734.7855402112,560.480012178421,0,False
ADNT,0.00013622961256522787,0.03270250787410452,1011415.0974025974,42.59000015258789,12,False
ADP,0.0008265360762893958,0.014291704984034703,1761672.8084415584,199.608642578125,12,False
ADPT,-0.0001678585706655159,0.047852598430169854,1189818.9123376624,65.40499782562256,12,False
ADSE,0.0008779751247702002,0.03631258729618568,59694.427860696516,14.220000267028809,0,False
ADSK,0.000502529543139632,0.022450600685988715,1510534.3344155843,177.95999145507812,12,False
ADT,0.0007220281425686139,0.03145366582358119,4184206.899350649,7.315910339355469,9,False
ADTN,0.00030782265034522095,0.03237090787389041,641003.0032467532,19.942627906799316,0,False
ADTX,-0.00802392244829736,0.2431999164998276,350370.41011235956,151999997.1199999,2,True
ADUR,0.00022630619685098507,0.0407080820659887,67519.85815602836,2.5590000152587895,0,False
ADUS,0.0003572828334712234,0.022679211245565913,114425.73051948052,65.48999786376953,0,False
ADV,-0.001141283657776736,0.03534336421728037,555012.3376623377,12.399999976158142,0,False
ADVM,-0.0017839760784108714,0.05100227846722657,147573.90422077922,253.06999397277832,0,False
ADX,0.0005548551321668233,0.011710576131650236,200856.89935064936,10.922250747680666,0,False
ADXN,0.0006675326386974718,0.08379044118802173,31227.46431570109,478.6499876976014,0,False
AEE,0.00044297334963925433,0.012796341469562735,1446687.581168831,42.97631072998047,12,False
AEF,0.00025388570394496197,0.013397149121841515,75244.64285714286,3.1742055416107178,0,False
AEFC,0.00017031386411688342,0.009643995835062508,54676.21753246753,5.958078384399414,0,False
AEG,0.0011602087088081376,0.02296763490123531,2823140.1785714286,4.837659001350403,9,False
AEHL,-0.0010973447527948255,0.08755862626904624,53442.88474025974,1958.0,0,False
AEHR,0.0033961877599240488,0.06553197204633093,1418291.4772727273,52.509998679161065,12,False
AEI,-0.0015471071228710252,0.0797520905104246,159183.4930232558,549.5360000133514,0,False
AEIS,0.0006539469196417159,0.02686317858903201,232979.22077922078,74.58349990844727,0,False
AEM,0.0008170250945790449,0.022475268376591192,2340882.3863636362,82.2811164855957,12,False
AEMD,0.0016387201965219283,0.13492544473264334,612932.2159090909,107.64000153541565,0,False
AENT,0.0005652476101609212,0.05840316267190625,37834.32682425488,9.755999982357025,0,False
AEO,0.0007653661876764673,0.03187945070112642,5297007.142857143,26.458651065826416,9,False
AEON,-0.007516018425330049,0.10643870249772971,388796.6941838649,1172.480004876852,0,False
AEP,0.00044530233201818607,0.012992686462763185,3056010.146103896,44.77893829345703,9,False
AER,0.0012936213094001724,0.026938498922047575,1376274.7564935065,82.93466186523438,12,False
AERT,-0.0019499291981607814,0.05598372334854785,124916.78321678322,10.497000336647034,0,False
AES,0.0001914054870789048,0.022592642329694504,6978516.639610389,16.86768341064453,15,False
AESI,3.528604469953051e-05,0.026730165571701908,899249.8007968127,11.80320549011231,12,False
AEVA,-0.00011277937100279416,0.05453858719018272,289506.17405582924,97.71000003814697,0,False
AEYE,0.0018805400263040937,0.056608718710577856,100085.71428571429,40.52999806404114,0,False
AFB,6.14885042789208e-07,0.007001598719481552,68012.01298701299,4.612192153930662,0,False
AFBI,0.0010276922939324983,0.02024229083385902,9212.774613506916,14.756378650665283,0,False
AFCG,-0.0003512707059190679,0.02191872408981148,212515.90781563128,5.737593173980713,0,False
AFG,0.0012075329099209809,0.018115188123441442,400362.58116883115,112.38740921020508,0,False
AFGB,9.300251165943032e-05,0.009226255305205442,10481.493506493507,6.23173904418945,0,False
AFGC,2.8242339019974093e-05,0.010810329870397576,10491.314935064935,6.431114196777344,0,False
AFGD,4.774646541028587e-05,0.009925365708099003,10451.294903926482,7.389965057373047,0,False
AFGE,-0.0001738023688158626,0.01102695232540521,11440.571939231457,7.669460296630859,0,False
AFJK,0.00031726786876349185,0.003007174344898655,27510.878661087867,0.8559999465942383,0,False
AFJKU,0.0008834250107435345,0.011753656563268834,9592.920353982301,1.2299995422363281,0,False
AFL,0.0011231658814852613,0.014956094137852531,2772222.24025974,84.10104370117188,9,False
AFMD,-0.001643414383100667,0.05280039322267988,176137.98701298703,113.43000000715256,0,False
AFRI,9.875240655447407e-05,0.02129418442093342,35603.55029585799,6.120000362396242,0,False
AFRM,0.001029747423739699,0.06438744957778245,11949963.087248322,159.61000442504883,6,True
AFYA,0.00028464096920898305,0.027445404312963103,205370.0487012987,19.052206993103027,0,False
AG,0.0004413466143307825,0.03865985735681693,7260362.012987013,17.687717914581302,15,False
AGAE,0.0008042850718533627,0.05438922828561746,844894.3993506493,3.3400002121925354,12,False
AGCO,0.0008486897489491249,0.022738738941369074,690145.9415584416,93.17483901977539,0,False
AGD,0.0004826490163626992,0.010921202976240654,57745.37337662338,4.850720405578613,0,False
AGEN,-0.0009997822943821062,0.0575129782190375,323507.93344155845,128.6175787448883,0,False
AGFY,-0.0018790757300864577,0.10679157959125753,77466.77734753146,99177.1779999733,0,False
AGI,0.0014001897255783238,0.0255620040906142,3021752.5162337665,22.839008808135983,9,False
AGIO,9.320519527150736e-05,0.034448715749874015,646030.4383116884,44.579999923706055,0,False
AGL,-0.0006700383386291378,0.04583782354546099,3112677.6530612246,41.67999994754791,9,False
AGM,0.0011660667044987518,0.01967490386045473,45802.51623376623,163.95399475097656,0,False
AGMH,-0.0029652444296251056,0.06802409693633282,1422608.7204563976,26.411000534892082,12,False
AGNC,0.0002848694198236212,0.01641967736187004,11696016.152597403,6.0874433517456055,6,True
AGNCL,0.0005896959295590459,0.009091734083867313,24038.338658146964,10.089165687561035,0,False
AGNCM,0.0003978569545698425,0.00878410609237966,23577.597402597403,10.796473503112793,0,False
AGNCN,0.00043669515759581603,0.006516616537019117,34603.57142857143,11.250364303588867,0,False
AGNCO,0.00039709476159787793,0.007757595062533477,44540.99025974026,10.487692832946777,0,False
AGNCP,0.0004050239819809843,0.008155045871419292,61045.53571428572,10.707867622375487,0,False
AGO,0.0012320460011777173,0.021642994950815307,454677.3538961039,77.73297882080078,0,False
AGRI,-0.006455852062483031,0.08749393088654224,67202.60954446855,24548.899999976158,0,False
AGRO,0.0012756431747069407,0.02524878325602896,729144.8051948051,8.556850910186768,0,False
AGS,0.0016531631754669405,0.038791419468317115,373257.3051948052,9.449999570846556,0,False
AGX,0.0015708627886177199,0.025572800210214852,124648.9448051948,154.76192092895508,0,False
AGYS,0.0015263143438353113,0.030945844818955792,167983.19805194804,124.98000526428223,0,False
AHCO,0.00023422386331930343,0.039128070520950506,1093181.5746753246,33.66000175476074,12,False
AHG,0.005747680494903241,0.13386901584575137,354019.5064935065,18.619000852108,0,False
AHH,0.0003213394729129214,0.0201908143321325,405066.1525974026,6.958375930786131,0,False
AHR,0.003156275279211612,0.018358451303162663,1715305.1470588236,18.34847927093506,12,False
AHT,-0.0009386572568891121,0.0923630404398039,92906.80925324676,1724.5,0,False
AI,-0.0005285159610226395,0.05137643954168477,7439014.915572233,158.65999794006348,15,False
AIEV,-0.004714455163968277,0.06392002503745514,466633.84094754653,11.0180002450943,0,False
AIFEU,0.00041089960068696745,0.0019545551606204355,32728.90243902439,0.22999954223632812,0,False
AIFF,0.0044686317320596644,0.10669651762369066,480910.66306156403,173.60000002384186,0,False
AIFU,-0.0029359841963952664,0.04245627005867065,137515.66558441558,19.981011733412743,0,False
AIG,0.0011557716113364928,0.019685179223528405,4647261.525974026,63.94264221191406,9,False
AIHS,0.001296173398648142,0.07185548766200105,155803.14935064936,21.089999243617058,0,False
AIMAU,0.0020851082895061595,0.02689349919471172,3230.487804878049,6.079999923706051,0,False
AIMBU,0.0019065697578125671,0.02763579592285315,12978.082191780823,4.260000228881836,0,False
AIMD,0.0074770524737445805,0.16445912810100538,273230.8081002893,156.32400000095367,0,False
AIN,0.00040655962914018854,0.02097466520811925,159502.02922077922,65.10117721557616,0,False
AIO,0.000637277881269229,0.014574645329268998,111370.61688311688,14.815970420837402,0,False
AIOT,0.0008718316253661806,0.04059011039929116,430164.0422077922,7.360000371932985,0,False
AIP,-0.0006260328217070015,0.04867046380611861,151774.17061611376,23.400000333786014,0,False
AIR,0.0012391405493684764,0.026159937923882895,284794.48051948054,58.760000228881836,0,False
AIRE,0.000429972012218561,0.12592488894630172,1195461.4492753623,3.1350000500679016,12,False
AIRG,0.0001563824904134073,0.04132128819734327,57869.88636363636,26.325000047683716,0,False
AIRI,0.00013362829628589597,0.04964089063836986,91451.42045454546,17.84999990463257,0,False
AIRJ,0.0010991551131318267,0.08072662674014337,90786.60968660969,24.660000324249268,0,False
AIRS,-0.0006647080680982926,0.0521627979082289,170991.92399049882,15.444207429885864,0,False
AIRT,0.0026408207409200106,0.09451357454833505,14371.440195280717,31.25,0,False
AIRTP,0.000358357603941092,0.019365283305822933,2226.6014234875447,6.662411689758301,0,False
AISP,0.0018262705949276265,0.09143728353447869,952067.3469387755,12.070000290870667,12,False
AIT,0.0013863505296977836,0.02021146640998335,210338.47402597402,229.80405044555664,0,False
AITR,0.00028575822486057243,0.0014543578398366612,19548.67924528302,0.7919998168945312,0,False
AITRU,0.0006961881796362897,0.008898501442917183,10255.384615384615,1.0199995040893572,0,False
AIV,0.0008902450666290232,0.021234878265062998,2944980.734577922,6.327691555023193,9,False
AIXI,-0.0031696813816450764,0.07559406274314998,70864.91235059762,88.13000059127808,0,False
AIZ,0.0007413791396068014,0.016396511871949578,408489.3668831169,137.59183502197266,0,False
AIZN,-2.421347253743947e-06,0.01213229995006309,20428.837209302324,6.554058074951172,0,False
AJG,0.00119886814690704,0.013287454242452961,988609.3344155845,260.1924057006836,12,False
AKA,-0.0006102576928398784,0.06794415489611577,16194.171461449943,178.42799878120422,0,False
AKAM,-4.295646279534671e-05,0.01899718276648759,1651666.801948052,60.110008239746094,12,False
AKAN,-0.007471181323678405,0.09037425658335826,124389.79572763685,9446.929999947548,0,False
AKBA,0.0006706795173679963,0.06131895594096621,3873996.4285714286,13.329999923706056,9,False
AKR,0.0008006266344970943,0.023891047114561404,800971.1038961039,17.798314094543457,0,False
AKRO,0.0020587917403956007,0.06430296830533558,674155.8441558442,49.560001373291016,0,False
AKTX,-0.001424326839360984,0.0539385271107395,16075.377435064935,76.72999846935272,0,False
AKYA,-0.0016609428860489782,0.04901495327941645,199989.98978549542,20.959999799728394,0,False
AL,0.0007522752555561814,0.024892021327983932,804288.474025974,28.59199905395508,0,False
ALAB,0.0009502024859287608,0.05853704261127715,3841842.7983539095,109.43999862670898,9,False
ALAR,0.0012444358556944557,0.06107486887121275,143027.6055194805,44.429999113082886,0,False
ALB,0.0004943168545692501,0.032966099062922284,1890177.5974025973,264.60297775268555,12,False
ALBT,0.0006536758617625984,0.11857049532761811,107518.29058441559,282.75999999046326,0,False
ALC,0.00046369048267010565,0.01656253813067469,932904.8701298701,46.12303924560548,12,False
ALCO,0.00026078249154951006,0.020550721628231853,39422.72727272727,18.73800468444824,0,False
ALCY,0.0003257521735696621,0.007427269220004696,36512.463768115944,2.010000228881836,0,False
ALCYU,0.0011125099667959985,0.01797893272210595,2724.590163934426,1.9900007247924822,0,False
ALDF,0.00024083456030786848,0.001355370117403256,90031.48148148147,0.17500019073486328,0,False
ALDFU,0.00024572339510399823,0.0021100415603536437,37120.454545454544,0.3000001907348633,0,False
ALDX,0.0016095700700005013,0.06046988411255167,990621.672077922,13.430000424385073,12,False
ALE,0.0004230764396891894,0.014445407796683228,325248.86363636365,24.400363922119134,0,False
ALEC,-0.0015002809074099314,0.05028864410257404,726395.3733766234,38.58600169420242,0,False
ALEX,0.0006597759694571353,0.019568631964506884,325898.21428571426,13.533198356628418,0,False
ALF,0.0002097098299163508,0.001674677953915321,47568.707482993195,0.3299999237060547,0,False
ALFUU,0.00023185298030029084,0.0041003858978393305,12360.537878787878,0.38000011444091797,0,False
ALG,0.0006883563655210573,0.01877852111610198,55388.068181818184,138.61649322509766,0,False
ALGM,0.00033704646717225284,0.03079041610989496,1334598.537477148,33.790000915527344,12,False
ALGN,0.00022812769234231654,0.03187831810091147,829141.9642857143,585.5999755859375,0,False
ALGS,-0.0022356147306191614,0.06437342421506707,49120.765185856755,869.5099999904633,0,False
ALGT,6.202880673220805e-05,0.03263428314408322,259111.2012987013,223.4552764892578,0,False
ALHC,0.0005511821797635558,0.04143277518109371,950198.2880161128,22.80000066757202,12,False
ALIT,-0.00026852648672536254,0.025646409381880158,3633559.640102828,8.179138660430908,9,False
ALK,0.0007492497149371415,0.027738785473112374,2176833.3603896103,47.939998626708984,12,False
ALKS,0.0006731233876954065,0.02338679465926683,1602766.9642857143,20.609999656677246,12,False
ALKT,0.0003534828350238631,0.03024553644674195,429234.3527013252,32.220001220703125,0,False
ALL,0.0007708793983865579,0.016029453282279466,1818706.4935064935,134.03264617919922,12,False
ALLE,0.0004139444260277117,0.017099099858687968,748239.5292207792,66.4795150756836,0,False
ALLK,-0.0010055466435702472,0.06570045349931562,1082108.8474025973,153.44000366330147,12,False
ALLO,-0.0015885381811403445,0.049888456956089365,1991964.448051948,52.68000090122223,12,False
ALLR,-0.01555527460516344,0.08550469315607998,426728.4472361809,2410799.297999978,0,False
ALLT,9.615514964599609e-05,0.03636324823599643,223124.10714285713,19.17999935150146,0,False
ALLY,0.0009944492807652384,0.026235571768442493,4291563.798701298,35.83735466003419,9,False
ALMS,-0.001621638764465928,0.0677336607397874,327108.0459770115,9.430000066757202,0,False
ALMU,0.0036917046001430235,0.07369111284685169,10811.111111111111,8.810000419616701,0,False
ALNT,0.00039400871537660724,0.028635863348008883,59683.969155844155,27.51229476928711,0,False
ALNY,0.0008607249372410455,0.03127491469760458,751959.9025974026,180.12998962402344,0,False
ALOT,0.0005810430459727689,0.025743378184638514,13854.752233956133,12.37999963760376,0,False
ALRM,0.000312167367382172,0.02395531966738443,319660.3896103896,62.50000381469726,0,False
ALRS,0.0003053975211603815,0.022533466665882088,42468.181818181816,20.085241317749023,0,False
ALSN,0.0009832618165246613,0.019334688092188475,827783.5227272727,90.24382781982423,0,False
ALT,0.002140882613191301,0.06512817807894303,2635146.103896104,31.11999821662903,12,False
ALTG,0.0003140997194019672,0.033636508421758395,183485.06493506493,14.928791761398315,0,False
ALTI,-0.00010416693612854342,0.049453537079589716,106204.52155625657,12.879999637603758,0,False
ALTO,0.0023439759230363187,0.05839470127140033,2036349.8376623376,10.379999935626985,12,False
ALTS,0.0029645271175012143,0.07654528837280929,422409.5779220779,12.689999759197235,0,False
ALUR,-0.0018835003868411964,0.0862732439416713,187650.75,265.0699999332428,0,False
ALV,0.0005077379432273512,0.021117913241466255,693348.7012987013,72.80641174316406,0,False
ALVO,0.0007915383160924284,0.03250363394503626,120726.46198830409,11.510000228881836,0,False
ALX,0.0002959161134011233,0.016677761578182515,12658.198051948051,101.01487731933594,0,False
ALXO,-0.002091779076508957,0.05961649276703434,502431.9622964867,111.78000214695932,0,False
ALZN,-0.004816944847310207,0.0842943051388394,160283.34541577825,860.3299999833107,0,False
AM,0.0017497057505876624,0.02213931691284254,3435722.564935065,15.911044120788574,9,False
AMAL,0.0011126701757410975,0.024701574687904557,119141.55844155845,28.929576873779297,0,False
AMAT,0.0012031519729522027,0.027189790160931347,7141592.126623376,201.1435546875,15,False
AMBA,0.0005694440688119113,0.03843585256028167,620720.4545454546,177.0499954223633,0,False
AMBC,-0.0002158622345098158,0.02758293957283001,507242.6948051948,11.869999885559082,0,False
AMBI,0.0013681603596613027,0.07835385418588835,56071.00802854594,23.9399995803833,0,False
AMBO,0.0024279826598385297,0.11000760138275135,95983.34415584416,49.47000002861023,0,False
AMBP,-0.0008751659980251257,0.026651299996688166,1464176.3858093126,5.817235231399536,12,False
AMBR,0.000658791623451879,0.06224413105919301,60827.56493506493,181.8200000524521,0,False
AMC,0.0023820766551192617,0.11962278418002359,11097616.103896104,623.0299999713898,6,True
AMCR,0.0002692138877270728,0.015147943728653041,9123115.016233766,4.381229877471924,15,False
AMCX,-0.00041853270666566766,0.04055947711878327,710009.3344155845,73.0799970626831,0,False
AMD,0.0009624921481253682,0.03260038215739609,61712073.86363637,161.2800064086914,17,True
AME,0.0006487116799493422,0.013933324990134721,1058119.9675324676,115.45787048339844,12,False
AMED,-0.00035981903064997295,0.022067526873126086,364096.99675324676,244.37000274658203,0,False
AMG,0.0009386316941133031,0.02185597243684961,281455.762987013,132.99670791625977,0,False
AMGN,0.0003921969378263106,0.014676715392271649,2718219.1558441557,152.60324096679688,12,False
AMH,0.0005015624904145604,0.014761649617792399,2223781.8181818184,19.06591796875,12,False
AMIX,-0.00773666414063422,0.11858231688968082,257245.82437275985,74.99399852752686,0,False
AMKR,0.0009603901275147136,0.031689380494026864,1250939.6103896103,34.346402168273926,12,False
AMLX,0.0004386461472471205,0.06138081629547784,1333971.1586901764,39.31000030040741,12,False
AMN,-0.00021293824759004281,0.028936751158232698,635510.6331168831,107.93000030517578,0,False
AMOD,-0.0026305169340126457,0.10445681628833194,881545.283018868,12.229999899864199,12,False
AMP,0.001267443318645901,0.018623453441911866,582291.4772727273,454.8227233886719,0,False
AMPG,0.0001829361492387426,0.07004293632448481,656423.862332696,17.328999996185303,0,False
AMPGW,0.0158019110381856,0.21911439499106672,9793.87483355526,5.237999999895692,0,False
AMPH,0.0005268592759042521,0.02536054700171028,350156.98051948054,47.88999938964844,0,False
AMPL,-0.0014393652260686913,0.04206910159030039,712550.4046242775,77.08000326156616,0,False
AMPS,0.00022986124554311865,0.04254487066180927,1049727.8640776698,11.479999542236328,12,False
AMPX,0.0013175002991224947,0.0784882508241762,1151030.5466237941,11.436999619007109,12,False
AMPY,0.0019358999269038404,0.05105416115288172,752410.6331168831,9.580000042915344,0,False
AMR,0.0027947361386850326,0.03899091598748633,314451.36452241713,431.340425491333,0,False
AMRC,0.00039197095547405714,0.04347607633972212,419233.68506493507,88.22000026702881,0,False
AMRK,0.00158966649094155,0.03197267059813622,235942.6948051948,40.11163187026978,0,False
AMRN,-0.0012059315469485374,0.04533370724628983,182486.85064935064,168.0,0,False
AMRX,0.0010225490392374646,0.03611306247751702,1197284.0097402597,7.980000019073486,12,False
AMS,0.001144079192019625,0.039442265476814585,133554.78896103895,2.5599998235702515,0,False
AMSC,0.002324139088308579,0.055338861787662424,635569.4805194805,33.52000141143799,0,False
AMSF,0.000312471557437631,0.015509686641706254,95617.28896103895,21.75106430053711,0,False
AMST,6.331247317268084e-06,0.07830512710751028,176760.6976744186,100.23000001907349,0,False
AMT,0.00016697065995311728,0.016741313041558563,2078398.2954545454,123.26750183105469,12,False
AMTB,0.0006879152017910975,0.02796187321936856,96936.27450980392,25.28334617614746,0,False
AMTD,-0.0005592227733506879,0.08888010555858725,177236.78977272726,45.225000739097595,0,False
AMTM,-0.0033564591359947563,0.043631032643602755,2667070.1754385964,16.970001220703125,12,False
AMTX,0.003288307384401205,0.07642235616613856,1151649.4318181819,25.450000524520874,12,False
AMUB,0.0009911938918877015,0.015845771351164262,8198.037612428454,15.94954681396484,0,False
AMWD,0.0004016998903193356,0.026653971706315976,128477.43506493507,65.11000061035156,0,False
AMWL,-0.0027805762446714236,0.05034096962150211,111597.39768683274,851.0,0,False
AMX,0.0003197269666912176,0.016817854936866786,2085078.4090909092,11.280187606811523,12,False
AMZE,0.0006475908029278691,0.09564075542650631,428410.72749691736,6.473999813199043,0,False
AMZN,0.0005935476115795045,0.022447242530873195,64104438.39285714,160.23999786376947,17,True
AN,0.0014765984029597558,0.02433022049119308,720065.9902597403,159.36999511718753,0,False
ANAB,0.0007487729747874075,0.0410292954555196,338000.5681818182,27.955001831054688,0,False
ANDE,0.00142282872019615,0.027337636640804942,232306.65584415584,49.22321605682373,0,False
ANEB,-0.00015178667549784662,0.06513577046965993,10792.677824267783,7.305000007152557,0,False
ANET,0.001738503222606528,0.027206272290101304,9262859.74025974,117.62625694274902,15,False
ANF,0.002208761041990968,0.03821073882726845,1895338.7987012987,182.95999622344974,12,False
ANGH,0.0005699562857446424,0.08767895771096582,183939.0885188431,28.31699913740158,0,False
